,question,passage,seq_label,ans
153,binatang apakah yang nama latinnya adalah Nycticebus coucang,"Koordinator Wildlife Crime Unit Lampung Dwi Nugroho Adhiasto mencatat , sejak kawasan wisata itu dibuka November 2004 , sedikitnya tujuh hewan dilindungi mati . Dwi mencatat kematian empat ekor kucing hutan ( Felis sp ) dan kukang ( Nycticebus coucang ) ( Kompas , 13/12 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
154,Apa nama misi NASA pada 4 Juli 2005 yang menembakkan impaktor ke komet 9P / Tempel 1 ?,"Misi Deep Impact Badan Antariksa Amerika Serikat ( NASA ) , 4 Juli 2005 , adalah menembakkan impaktor berbobot 362 kilogram ke komet 9P / Tempel 1 . Misi untuk meneliti bagian dalam komet itu terbilang sukses . Citra yang dikirim ke Bumi menunjukkan secara detail pemandangan spektakuler dari inti komet saat tumbukan dan setelah tumbukan , serta efeknya pada komet .","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",misi deep impact badan antariksa amerika serikat
155,Yan Tsyenwart bekerja sebagai direktur dimana,Salah satunya julukan The Queen of Cancer Control untuk Roem . Sebuah julukan yang diberikan Director of Cancer Division WHO Yan Tsyenwart .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']",director of cancer division
156,Bahan bakar apakah yang menjadikan Brasil sebagai produsernya terbesar di dunia dengan 320 pabrik,"Kini , daftar tunggu pelanggan Embraer yang ingin mengonversi mesin ke etanol sudah dua tahun panjangnya . Tak hanya itu . Brasil , seperti yang dilaporkan Newsweek ( 8/ 8 ) , menjadi produser etanol terbesar di dunia dengan 320 pabrik etanol .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","brasil , seperti yang dilaporkan newsweek"
157,Kapan kambing hasil kloning Dolly lahir ?,"Pada 1996 , dunia digemparkan dengan kelahiran Dolly , seekor kambing yang lahir dari teknologi kloning di Skotlandia . Kelahiran Dolly langsung memunculkan prokontra terkait etika , moral , dan ilmu pengetahuan . PascaDolly , kloning tikus , sapi , babi , kucing , dan kuda menyusul .","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
158,Apa tema pidato Kebudayaan yang disampaikan oleh Mochtar Lubis pada 1977 di Taman Ismail Marzuki ?,"Peringatan Mahbubani agar kita memiliki mentalitas baru harus dicamkan . Mochtar Lubis sebenarnya juga sudah mengingatkan kita pada 1977 saat menyampaikan Pidato Kebudayaan di Taman Ismail Marzuki bertema "" Manusia Indonesia "" , yang diciri-utamakan antara lain oleh tingginya mentalitas oportunis .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","manusia indonesia "" , yang diciri - utamakan antara lain oleh tingginya mentalitas oportunis ."
159,"Di provinsi manakah , letak Kabupaten Serang","Menurut data Departemen Kesehatan hingga 8 Agustus 2005 , jumlah penderita di sejumlah provinsi terus bertambah . Sebanyak 48 kasus di Kabupaten Tuban , Provinsi Jawa Timur , 379 kasus diare , 10 di antaranya meninggal dunia , di Kabupaten Serang , Provinsi Banten . ( EVY / DOE / CAL )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",banten
160,kapan terjadinya kasus pembocoran nama agen CIA Valerie Plame kepada wartawan,"Kasus pembocoran nama agen CIA Valerie Plame kepada wartawan terjadi pada tahun 2003 , dan sejak saat itu menjadi topik hangat di AS karena pembocorannya berkaitan dengan upaya Gedung Putih untuk menjustifikasi invasi militer AS ke Irak .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
161,Apakah nama sekolah tempat belajarnya Anike Nelce Bowaire ?,"Pada kesempatan yang sama pendiri Freedom Institute , Aburizal Bakrie , memberikan beasiswa Achmad Bakrie 2005 kepada Anike Nelce Bowaire ( pelajar SMU Negeri 1 Serui , Papua ) dan Dhina Pramita Susanti ( pelajar SMU Negeri 3 Semarang , Jawa Tengah ) untuk belajar di perguruan tinggi mana pun hingga tingkat doktoral . Anike dan Dhina adalah peraih medali emas dalam ajang The First Step to Nobel Prize in Physics ke - 13 di Warsawa , Polandia , Juni lalu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","kepada anike nelce bowaire ( pelajar smu negeri 1 serui , papua"
162,Berapa jumlah puisi yang terdapat pada buku Di Bawah Dada Kiri Abad ?,"Penerbit swasta Slavoljub Obradovic menolak mengungkapkan bagaimana dia mendapatkan puisi-puisi itu dari Karadzic , yang telah buron sejak 1996 dan diduga bersembunyi di kawasan pegunungan di perbatasan antara Serbia dan Bosnia . Ini adalah rahasia profesional saya , kata Obradovic dalam promosi buku berisi 47 puisi yang diberi judul Di Bawah Dada Kiri Abad .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",promosi buku berisi 47
163,Siapakah ketua perwakilan UNICEF di Indonesia ?,"Penandatanganan nota kesepahaman ini dilakukan perwakilan Unicef untuk Indonesia , Gianfranco Rotigliano , dan Ketua Badan Rehabilitasi dan Rekonstruksi ( BRR ) Aceh dan Nias Kuntoro Mangkusubroto .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",penandatanganan nota kesepahaman ini dilakukan perwakilan unicef untuk indonesia
164,"Tahun berapakah , dibuatnya film Ibunda dengan sutradara Teguh Karya","Acara-acara tersebut , menurut Slamet , lebih merupakan sebuah retrospeksi atau tapak tilas jejak langkah Teguh Karya yang meninggalkan jejak prestasi besar di dunia perfilman Indonesia . Dari sebelas film yang disutradarainya , enam di antaranya meraih anugerah Piala Citra untuk Penyutradaraan Terbaik Festival Film Indonesia ( FFI ) , yakni untuk film Ranjang Pengantin ( 1974 ) , Kawin Lari ( 1975 ) , November 1828 ( 1979 ) , Doea Tanda Mata ( 1984 ) , Ibunda ( 1986 ) , dan Pacar Ketinggalan Kereta ( 1989 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
165,Apakah nama pelabuhan di Sumatera Barat ?,"Pascakemerdekaan RI berubah nama menjadi Pelabuhan Teluk Bayur , adalah pelabuhan samudra besar kala itu . Pelabuhan yang berada di teluk nan permai ini sampai sekarang masih eksis , bahkan sudah dirancang Pemerintah Provinsi Sumatera Barat untuk dikembangkan , karena akan menjadi pintu gerbang Indonesia bagian barat .","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","pelabuhan yang berada di teluk nan permai ini sampai sekarang masih eksis , bahkan sudah dirancang pemerintah provinsi sumatera barat"
166,Yayasan apa yang didirikan oleh Profesor dr Roemwerdiniadi Soedoko SpPA pada tahun 1969 ?,"Bersama tiga sejawatnya , Roem mendirikan Yayasan Kanker Wisnuwardhana pada tahun 1969 . Selain melakukan sosialisasi dengan cara berceramah di hadapan masyarakat , khususnya ibu-ibu , yayasan ini juga mengadakan pemeriksaan kesehatan dan tes pap smear dengan biaya yang terjangkau .","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",yayasan kanker wisnuwardhana
167,Berapa persen Fasilitas Minyak AS di Teluk Meksiko yang hancur akibat Topan Katrina ?,"Houston , Jumat - Topan Katrina telah menghancurkan dan menghilangkan sekitar 58 persen anjungan dan fasilitas penggalian minyak yang ada di Teluk Meksiko . Demikian data sementara soal kerusakan yang disampaikan American Petroleum Institute ( API ) di Houston , AS , Jumat ( 2/9 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",katrina
168,Apakah nama gitar rancangan Balawan yang menggunakan 13 senar,Tidak jarang tangan kanan dan kiri bersalipan pada leher gitar . Tuntutan permainan yang cepat dan penyederhanaan instrumen telah membuatnya merancang gitar sendiri yang menggunakan dua leher . Gitar rancangannya diberi nama Stephallen Balawan seri I menggunakan 13 senar .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']",gitar rancangannya diberi nama stephallen balawan seri i menggunakan 13 senar
169,Tanggal berapa hari terakhir Grand Prix Asia 2005 ?,"jakarta , kompas - Tim panahan Indonesia masih harus banyak berbenah sebelum berlaga di SEA Games XXIII 2005 . Di hari terakhir Grand Prix Asia 2005 , Kamis ( 8/ 9 ) , tim beregu putra dan putri hanya mampu meraih medali perunggu di ronde recurve dan compound .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","kamis ( 8 / 9 ) , tim beregu putra dan putri hanya mampu meraih medali perunggu di ronde recurve dan compound"
170,Memakai baju apakah Menteri Sekretaris Negara Yusril Ihza Mahendra pada rapat kabinet terbatas 12 September 2005 ?,"Kepada Gubernur BI , Presiden memberi arahan untuk terus memperkuat dan membuat stabil rupiah , ujar Yusril yang terlihat santai dengan celana jins hitam dan kemeja batik .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']",[SEP]
171,Apakah kepanjangan dari Aptindo ?,"Produsen tepung terigu akan menaikkan harga terigu sekitar dua persen sebagai dampak dari melemahnya nilai tukar rupiah yang mencapai Rp 10.300 per dollar AS . "" Kami akan menaikkan harga tepung terigu pada hari Jumat ( 9/8 , Red ) "" , kata Direktur Eksekutif Asosiasi Produsen Tepung Terigu Indonesia ( Aptindo ) Ratna Sari Loppies di Jakarta , Kamis .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",produsen tepung terigu indonesia
172,"Kepada siapakah , Koichiro Matsuura menyerahkan sertifikat pengakuan UNESCO terhadap keris Indonesia sebagai salah satu warisan budaya dunia","Keris , seperti juga teater Kabuki dari Jepang , pentas tradisional India - Ramlila yang mengetengahkan epik Ramayana - Samba dari Brasil , Mak Yong dari Melayu , "" Masih hidup dan dihayati , tradisi masih berlanjut . Berbeda dengan budaya samurai di Jepang yang kini sudah mati , "" ungkap Direktur Jenderal Organisasi Pendidikan , Ilmu Pengetahuan , dan Kebudayaan Perserikatan Bangsa-Bangsa ( UNESCO ) Koichiro Matsuura , yang ditemui Kompas pekan lalu , beberapa saat setelah menyerahkan sertifikat pengakuan UNESCO itu kepada Wakil Presiden Jusuf Kalla di Jakarta .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']",[CLS]
173,Nematoda yang mematikan tanaman kentang itu berasal dari mana ?,"Sedikitnya 90 hektar tanaman kentang mati akibat serangan organisme yang ditemukan pertama kali di Pegunungan Andes , Amerika Selatan , itu . Ratusan hektar tanaman kentang lainnya juga terancam hama itu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
174,Fraksi manakah yang menjadi motor pembentukan Panitia Khusus dugaan ijazah palsu Wagub Rudolf Pardede ?,"Wakil Ketua Fraksi Partai Golkar ( F-PG ) A Azis Angkat mengatakan , sikap fraksinya hingga kini masih jelas , menuntut klarifikasi tentang dugaan bahwa Rudolf tidak memiliki ijazah . F-PG adalah motor pembentukan Panitia Khusus dugaan ijazah palsu Wagub Rudolf Pardede beberapa waktu lalu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",beberapa waktu lalu
175,Di kota apakah Universitas Padjajaran berada ?,"Jusuf Anwar yang diharapkan memberikan laporan kondisi moneter tidak bisa hadir karena memberikan orasi ilmiah dalam dies natalis Universitas Padjajaran , Bandung , Jawa Barat . "" Beliau ( Jusuf Anwar ) ke Bandung hari ini atas izin saya , "" kata Kalla .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",bandung
176,Apakah kepanjangan BPS ?,"Jakarta , Kompas - Jumlah penganggur di Indonesia dilaporkan meningkat sekitar 830.000 orang per tahun dalam tiga tahun terakhir ini . Badan Pusat Statistik memperkirakan jumlah penganggur terdidik akan mendominasi pengangguran di Indonesia pada masa yang akan datang .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",jakarta
177,Berkoordinasi dengan balai apakah Dishubpar untuk upaya penyelamatan Situs Purbakala Dieng ?,Candi yang dibangun tahun 809 itu apabila perbaikan baru dilakukan setelah runtuh akan semakin sulit . Sementara Dishubpar telah berkoordinasi dengan Balai Pelestarian Peninggalan Purbakala ( BP3 ) Jateng untuk upaya penyelamatannya .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']",bp3
178,Perusahaan mana yang akan menaikkan harga jual gas ?,"Jakarta , Kompas - Menteri Energi Sumber Daya Mineral Purnomo Yusgiantoro dan Menneg BUMN Sugiharto meminta PT Perusahaan Gas Negara Tbk menahan diri tak menaikkan harga jual gas . Hal itu diminta karena selain tidak sesuai dengan kondisi sosial masyarakat saat ini , PGN masih bisa mencari alternatif selain menaikkan harga .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",perusahaan gas negara
179,Siapakah yang menyanyikan lagi lagu Badai Pasti Berlalu pada tahun 1990 - an,"Sebut saja beberapa nomor , seperti Badai Pasti Berlalu yang menghiasi film berjudul sama pada tahun 1977 . Salah satu bukti keabadian lagu yang aslinya dibawakan Berlian Hutauruk itu adalah pada saat dinyanyikan kembali oleh Chrisye pada era 1990 - an , lagu itu melejit lagi popularitasnya . Lagu lainnya yang terhitung legendaris adalah Cinta Pertama yang dinyanyikan Anna Mathovani .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
180,"Dimanakah diadakannya acara pelantikan Bupati-Wakil Bupati Blora periode 2005-2010 , Basuki Widodo / Yudhi Sancoyo ?","Dia ditemui Kompas di sela-sela acara pelantikan Bupati-Wakil Bupati Blora periode 2005-2010 , Basuki Widodo / Yudhi Sancoyo , di pendopo kabupaten setempat , Kamis ( 11/8 ) ,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",dia ditemui kompas di sela - sela
181,"Apakah yang ditandatangani oleh 147 pemimpin negara lima tahun yang lalu , terkait dengan visi baru untuk mengurangi kemiskinan global dan ketidaksetaraan","Lima tahun telah lewat ketika 147 pemimpin negara dan kepala pemerintahan menandatangani Deklarasi Milenium , yang menawarkan visi baru untuk mengurangi kemiskinan global dan ketidaksetaraan . Ini didukung oleh serangkaian target dalam MDGs yang mengedepankan pembangunan manusia .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
182,Siapakah nama Menteri Kepala Negara Bagian Jammu dan Kashmir ?,"Saat terjadi ledakan , ribuan orang sedang berada di dalam gedung stadion , menghadiri acara perayaan 58 tahun kemerdekaan India . Bom meledak satu jam sebelum Menteri Kepala Negara Bagian Jammu dan Kashmir Mufti Mohmmed Sayeed tiba di tempat tersebut .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']",bom meledak satu jam sebelum menteri kepala negara bagian jammu dan kashmir mufti mohmmed sayeed tiba di tempat tersebut
183,Berapa orangkah di Jerman yang menemukan planet ?,"Dr J Setiawan yang baru berusia 30 tahun menemukan planet ekstrasolar ini setelah melakukan survei sejak 1999 bersama delapan koleganya . Ia sendiri mendapatkan data penelitian setelah melakukan pengamatan di observatorium Cile . Dengan penemuannya itu , Setiawan menjadi satu dari empat orang di Jerman yang menemukan planet .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
184,Kapan Roemwerdiniadi Soedoko lahir ?,"Bagi perempuan kelahiran Blitar 4 Februari 1937 ini , mendapat penghargaan internasional bukan hal baru . Sederet penghargaan pernah diterima tokoh yang dengan gigih berkampanye kesehatan , terutama bagi perempuan ini .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
185,berapa total modal perusahaan PT Bahtera Lestari,"Saham perusahaan ikan hias milik bersama , PT Bahtera Lestari , yang lahir September 2003 di antaranya dimiliki Kelompok Nelayan Mina Bakti Soansari ( 23 , 5 persen ) , pemilik tanah ( 22 persen ) , desa dinas dan adat ( 10 persen ) , serta Yayasan Bahtera Nusantara ( 26 persen ) . Total modal perusahaan sebesar Rp 112 juta .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","saham perusahaan ikan hias milik bersama , pt bahtera lestari , yang lahir september 2003"
186,Apakah nama kapsul ruang angkasa yang diluncurkan dengan roket Long March 2F dari Pusat Peluncuran Jiuquan pada tahun 2005,"Hampir dua tahun setelah penerbangan berawak pertama , China meluncurkan penerbangan berawak kedua pada tanggal 12 Oktober 2005 . Penerbangan dengan kapsul Shenzhou 6 ini diawaki oleh dua taikonot , yakni Fei Junlong dan Nie Haisheng , dan berlangsung selama lima hari , atau persisnya 115 jam 32 menit , menempuh jarak 3,25 juta kilometer di orbit .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
187,"kapan Farnaz Fassihi , melalui tulisannya di The Wall Street Journal , menyatakan bahwa peradilan terhadap Saddam merupakan momen luar biasa dalam sejarah Irak dan lebih luas lagi dalam sejarah dunia Arab","Kemarin , Rabu tanggal 19 Oktober 2005 , Saddam Hussein , mantan orang kuat di Irak , diadili . Empat hari sebelumnya , 15 Oktober 2005 , Irak menggelar referendum terhadap rancangan konstitusi .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
